slip1,FL,brake,FyRL,sideslipFL,FxFR,signal,FyFR,ay,longslipRR,longslipFR,ax,x,vx,slip,longslipRL,FR,yaw,RL,FxRR,gas,FxRL,az,FyRR,steeringangel,roll,yawrate,y,sideslipFR,FyFL,sideslipRR,pitchrate,sideslipRL,pitch,FxFL,longslipFL,vy,rollrate,signal,RR
0.0,1e-05,0.0,0.0,0.0,0.0466599402084196,0.0,0.0,-0.1072571782351639,2.808349639999672e-07,2.808349639999672e-07,-0.3431306652622903,4564.018298359632,0.0,0.0,2.808349639999672e-07,1e-05,-0.0342957201195726,1e-05,0.0466828417996954,32.1875,0.0466828441670549,1.4877731725295662,0.0,0.0,-1.2512815238127624e-07,-3.1788466794528535e-07,-4850.897164652041,0.0,0.0,0.0,-2.3775753347224906e-08,0.0,-3.9218157213248485e-05,0.0466599392730696,2.808349639999672e-07,0.0,-0.0001080008855989,0.0,1e-05
0.0,0.013959558540463,0.0,5.691584911514616,-0.0008659359744629,-45.75853934436751,0.5595427787002621,6.898517053658372,0.0512574097733815,0.0126572463008556,-0.0005803651418275,1.8496504524269235,4564.0183271195,0.0084803266374004,0.0,0.0125048836592421,0.0135077235372194,-0.0342957798154886,1.0843085104833043,1547.781042113167,12.419211743377245,1538.6319089146716,-0.0662153214831475,17.234463926003237,0.0,-2.8295318894235186e-05,-2.501513631808599e-06,-4850.897164546333,-0.0002758141952947,19.28668992787782,-0.0007722126776018,-0.0071726992989191,-0.0002269429815789,-7.268271119580988e-05,-47.79490148057706,-0.0006030459982721,0.0002429550595765,-0.0049169070171574,0.0,1.0821492862600806
0.0,0.0903487521819541,0.0,22.925147714078676,-0.0038202869473151,-143.0097308411693,1.116344917153892,22.3406198275947,0.226238497566293,0.0155116229479329,-0.0008115126330158,2.5068722554189065,4564.018524940726,0.029948431608553,0.0,0.0151775112400291,0.0875826896486228,-0.0342953813980694,1.6597031312282764,2188.904238464928,5.12411948836373,2160.194660847929,-0.0529532694205198,130.04028188356273,0.0,-9.870035038110624e-05,8.652054617366271e-05,-4850.8971641373855,-0.000189873102941,141.68891405228186,-0.0035728718253729,-0.0177176592202564,-0.0003460450087117,-0.0002007637381622,-142.67254785076796,-0.0007883273147062,0.0013421038778943,-0.0084076174639042,0.0,1.6178782327934649
0.0,0.1919924840802111,0.0,-66.09192863373893,-0.0061654399758784,-133.7160448131883,1.6676791987687964,-105.17060895902068,0.3036920741805654,0.021505028245282,-0.0009771130165446,3.365574223914715,4564.018975598172,0.0585818407665621,0.0,0.0212438014522375,0.1902302754082313,-0.0342942282855102,2.3213083074582053,2866.258436408024,2.4269972973580844,2852.7343781518143,-0.0621409015719837,316.0594297066287,0.0,-0.0001896500698494,9.938846600590508e-05,-4850.897152129177,0.0045398710449359,325.59850928723023,-0.0060462942861637,-0.0303478719267782,0.0032844182443548,-0.0004456339924699,-135.0452454907042,-0.0009892976383768,0.0040595536858499,-0.0094237940251302,0.0,2.22799165023222
0.0,0.3347454140030965,0.0,-444.1584232271037,-0.011639642195456,-150.21951475229534,2.21084518851291,-515.9087609877957,0.0762114284338026,0.0315159869383478,-0.0009944288494215,4.45499847458934,4564.019764776292,0.0969583089040398,0.0,0.0314722210419008,0.3312386550137135,-0.0342944842242507,2.9138070389199364,3757.2159839564847,1.4166334559534974,3755.628312343691,-0.0571598930855985,531.9159332351235,0.0,-0.0002914964417351,-0.0001333848364594,-4850.8971250859295,0.0126884860808265,564.7974085227373,-0.0102461527971049,-0.0450726348741584,0.0113929374904914,-0.000828483721826,-151.66794221286358,-0.000990561343961,0.0061987708933125,-0.0111916400883152,0.0,2.81166106631985
0.0,0.503495608713931,0.0,-980.840723581199,-0.0242042113844486,-163.4980920660197,2.743182459643611,-1027.3916377865942,0.1266553319044624,0.0467536471596229,-0.0011798270208603,5.178920820751954,4564.020995356358,0.1452857373913867,0.0,0.0463311179332331,0.5000697709348905,-0.0342960881859726,3.46327104875588,4324.111866946578,1.0257677923099044,4393.39900034095,-0.0131890766471641,1039.486036217684,0.0,-0.0004190908637137,-0.0001434581480277,-4850.89710098988,0.0213687864665752,1139.003829387609,-0.0221796552554078,-0.0609672993093753,0.0202644246861872,-0.001366499290462,-163.84016655637785,-0.0012015930279786,0.0069977213080826,-0.0138022911314341,0.0,3.405921460542518
0.0,0.6862645678654162,0.0,-1627.8516140853862,-0.0342741513157042,-155.01283425268127,3.262083624476561,-1732.986727565296,0.0403432367034828,0.0731175816194859,-0.0014187834170761,5.287715881904382,4564.022739539725,0.1981923300933296,0.0,0.06942979589879,0.6808926414421961,-0.0342970412023023,4.239703841290336,4399.510599841011,0.8715336807032795,4480.373738819036,0.0237105598035571,1633.2760146046196,0.0,-0.0005626686220094,-5.5074726233161886e-05,-4850.897084409306,0.0365159386611807,1796.016199921621,-0.0349320448826907,-0.0757092730628749,0.0352028139784957,-0.002059322287958,-159.5545489142462,-0.001374090344639,0.0080747461064401,-0.0147114013564416,0.0,4.361360975802891
0.0,0.8661129587720946,0.0,-2018.1297065723995,-0.0347688227689981,-157.1933805426281,3.7650071053692646,-2136.295788039557,-0.0283907608616401,0.1128081241294047,-0.0014488879001501,5.209747313531379,4564.025012496504,0.2506250387867474,0.0,0.1041136076627735,0.8611888310699705,-0.0342970385948628,5.317142219350621,4313.794447402129,0.8130800294340524,4393.019122207425,-0.0399574565653571,1947.7034728201231,0.0,-0.0007152983015186,7.930977101116935e-05,-4850.897080990302,0.0345101354579684,2166.7433614975694,-0.0465535476955467,-0.0873464835077765,0.0443363390194442,-0.0028829001716213,-155.69562685519364,-0.0014043070479337,0.0080762336733913,-0.015670631941119,0.0,5.611598340884672
0.0,1.041830019729264,0.0,-1828.6162726942664,-0.0343126194091963,-149.65701873575597,4.249489583367067,-2191.4081840209487,-0.0037013542304934,0.1595800860759663,-0.0015460048206455,5.495178008109157,4564.02781162621,0.3040756357721812,0.0,0.1433103025940716,1.0380067862230886,-0.034294349889725,6.297362790892397,4508.158230606549,0.7874134566560411,4620.142046992765,-0.1293456807327324,1765.3535915005668,0.0,-0.0008740719935147,0.0004088469008931,-4850.897097127116,0.035689431786906,2232.198594590965,-0.0489530732031735,-0.0968933204452175,0.0432029360904337,-0.0038100524214982,-153.6562200923184,-0.0014887829224396,0.0079312737985921,-0.0159411673971778,0.0,6.793147266410013
0.0,1.2249554230081303,0.0,-1517.8660992513842,-0.0348914098187404,-153.0524989624372,4.713158063538156,-2225.243384420512,-0.0337082710488566,0.2086384934675292,-0.0016157359749415,5.695592941373424,4564.031159719567,0.3600786900695958,0.0,0.1820023514149491,1.2205205513580626,-0.0342895167801781,7.025074777175058,4662.7906103665255,0.771007171976636,4781.406870494231,-0.1971691116789925,1456.0654627701624,0.0,-0.0010328946824854,0.0005135574633103,-4850.897133799803,0.03698619898429,2227.569412155163,-0.0508751036017381,-0.105169503667442,0.0448890639264161,-0.004825538423103,-154.9397668010104,-0.0015185424221381,0.0076877967400043,-0.0158031384891941,0.0,7.768082445812269
