gas,vy,ay,pitchrate,pitch,ax,brake,roll,yaw,longslipRL,y,FxRR,yawrate,FyRR,longslipRR,az,FyRL,FyFR,longslipFL,sideslipRR,steeringangel,FxFL,RL,RR,FyFL,sideslipFR,x,FR,slip1,signal,sideslipFL,sideslipRL,slip,vx,FxFR,longslipFR,FxRL,rollrate,FL,signal
17.881944444444446,0.0,-0.1072571782351639,-2.3775753347224906e-08,-3.9218157213248485e-05,-0.3431306652622903,0.0,-1.2512815238127624e-07,-0.0342957201195726,2.808349639999672e-07,-4850.897164652041,0.0466828417996954,-3.1788466794528535e-07,0.0,2.808349639999672e-07,1.4877731725295662,0.0,0.0,2.808349639999672e-07,0.0,0.0,0.0466599392730696,1e-05,1e-05,0.0,0.0,4564.018298359632,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0466599402084196,2.808349639999672e-07,0.0466828441670549,-0.0001080008855989,1e-05,0.0
6.893108378077063,0.0002429550595765,0.0512574097733815,-0.0071726992989191,-7.268271119580988e-05,1.8496504524269235,0.0,-2.8295318894235186e-05,-0.0342957798154886,0.0125048836592421,-4850.897164546333,1547.781042113167,-2.501513631808599e-06,17.234463926003237,0.0126572463008556,-0.0662153214831475,5.691584911514616,6.898517053658372,-0.0006030459982721,-0.0007722126776018,0.0,-47.79490148057706,1.0843085104833043,1.0821492862600806,19.28668992787782,-0.0002758141952947,4564.0183271195,0.0135077235372194,0.0,0.5595427787002621,-0.0008659359744629,-0.0002269429815789,0.0,0.0084803266374004,-45.75853934436751,-0.0005803651418275,1538.6319089146716,-0.0049169070171574,0.013959558540463,0.0
2.827796098125428,0.0013421038778943,0.226238497566293,-0.0177176592202564,-0.0002007637381622,2.5068722554189065,0.0,-9.870035038110624e-05,-0.0342953813980694,0.0151775112400291,-4850.8971641373855,2188.904238464928,8.652054617366271e-05,130.04028188356273,0.0155116229479329,-0.0529532694205198,22.925147714078676,22.3406198275947,-0.0007883273147062,-0.0035728718253729,0.0,-142.67254785076796,1.6597031312282764,1.6178782327934649,141.68891405228186,-0.000189873102941,4564.018524940726,0.0875826896486228,0.0,1.116344917153892,-0.0038202869473151,-0.0003460450087117,0.0,0.029948431608553,-143.0097308411693,-0.0008115126330158,2160.194660847929,-0.0084076174639042,0.0903487521819541,0.0
1.318843563357175,0.0040595536858499,0.3036920741805654,-0.0303478719267782,-0.0004456339924699,3.365574223914715,0.0,-0.0001896500698494,-0.0342942282855102,0.0212438014522375,-4850.897152129177,2866.258436408024,9.938846600590508e-05,316.0594297066287,0.021505028245282,-0.0621409015719837,-66.09192863373893,-105.17060895902068,-0.0009892976383768,-0.0060462942861637,0.0,-135.0452454907042,2.3213083074582053,2.22799165023222,325.59850928723023,0.0045398710449359,4564.018975598172,0.1902302754082313,0.0,1.6676791987687964,-0.0061654399758784,0.0032844182443548,0.0,0.0585818407665621,-133.7160448131883,-0.0009771130165446,2852.7343781518143,-0.0094237940251302,0.1919924840802111,0.0
0.7455834938470991,0.0061814498074644,0.0745265102260067,-0.0450209882307372,-0.0008283837225108,4.448311970752907,0.0,-0.0002904935934713,-0.0342944804297905,0.0313669654645053,-4850.897125116358,3755.945514431152,-0.0001315330488066,528.6111851371196,0.0313727188634734,-0.0368283221478734,-447.22519762523314,-519.1555627498512,-0.0009878178403816,-0.0099916849042346,0.0,-151.6003368492619,2.8995449255018606,2.797116455521747,561.1818485748834,0.0129409253281787,4564.019764773972,0.3312348650291082,0.0,2.21084518851291,-0.0113591847820563,0.0116187943477184,0.0,0.0969572441704344,-150.17896496418996,-0.0009945298415308,3752.1654024531103,-0.0107616553063725,0.3347360258252048,0.0
0.5158083791784259,0.0064097477137972,0.0137170742950593,-0.0600838489401101,-0.0013622910042373,5.128497411170493,0.0,-0.0004048197562549,-0.0342958813819349,0.0432298014075718,-4850.8971034313545,4303.973251445716,-9.993888588489354e-05,999.6332701312832,0.0428165131503575,0.0210970156994636,-1020.268184098712,-1063.674606696087,-0.0011627006267104,-0.0208808414093436,0.0,-162.52026344231513,3.213743320906501,3.116967851766735,1082.682254678016,0.0220941657861137,4564.020994637624,0.498904936747293,0.0,2.743182459643611,-0.022600127688751,0.0208448715301204,0.0,0.1451099784665042,-162.10111813696167,-0.0011734189338503,4333.440755414991,-0.0117650081020554,0.5025106479325748,0.0
0.4216704330128521,0.0063937108030407,-0.0323830648474427,-0.072921593800422,-0.0020363926579172,5.242896476285592,0.0,-0.0005203234882915,-0.0342964322999714,0.0552195364752625,-4850.897098854512,4370.597530644909,-3.1063907069177416e-05,1667.7705355526994,0.0561980182035473,0.0471566504290566,-1705.7344524780283,-1718.3785008809905,-0.0013149034502351,-0.0330565886518726,0.0,-156.80726719787236,3.41877150088303,3.431041126648274,1713.0517417044605,0.0347726159726763,4564.022733356619,0.6763538913078737,0.0,3.262083624476561,-0.0326132638884148,0.0337752257865446,0.0,0.1973856299084977,-153.39659989913844,-0.0013593840388617,4422.299539756335,-0.0112714226442219,0.6805650508701301,0.0
0.3850217803537313,0.0058143075567128,-0.0809167795567759,-0.082180597573471,-0.0028194635734309,5.126278638934604,0.0,-0.0006300557097402,-0.0342964138545461,0.0695199947420759,-4850.897115260277,4255.307884679054,5.094577957415124e-05,2230.331178758151,0.0728813407134896,0.0343618976043716,-2320.3180978628225,-2098.400255628449,-0.0013144782458413,-0.0417837150414452,0.0,-153.6584904585684,3.725276488568368,3.842804698193128,2068.660619514821,0.0334717433315499,4564.024995358698,0.8512138595232144,0.0,3.7650071053692646,-0.0324530833647125,0.0417295429717431,0.0,0.2493629927515989,-154.16602982298153,-0.0013852237682256,4303.942875253243,-0.0107277006447012,0.8557196785097938,0.0
0.3683505748918981,0.0051165458591376,-0.06666408531638,-0.0889222515663791,-0.0036797174788067,5.365816174227774,0.0,-0.000732544049847,-0.0342949962030224,0.0816486064685573,-4850.897156451447,4393.111473055474,0.0001931060226723,2306.679539468129,0.0899167173924752,-0.0129111252030991,-2393.2220209114807,-2131.7406922752057,-0.0013913453929466,-0.0412284689529147,0.0,-149.72685621099373,3.914178342768198,4.1991374112842985,2117.482921229644,0.033488044384854,4564.027775737589,1.0208813261857408,0.0,4.249489583367067,-0.0320501642020913,0.0389324547240626,0.0,0.3017990355498758,-146.75509500367968,-0.0014386117777793,4510.229427989207,-0.0097855764623105,1.0238637369943868,0.0
0.3561703317273392,0.004299967580203,-0.1079580172697677,-0.094208256805823,-0.0045990635937731,5.526784778073525,0.0,-0.0008252073038688,-0.0342923487325788,0.0871831790122518,-4850.897223268141,4506.103472424356,0.0003630534880879,2180.380951186701,0.1052789839983526,-0.0555208788474311,-2321.7508152311684,-2124.421769035401,-0.0013899188503927,-0.0423648364280852,0.0,-150.08844618223125,3.878853312514778,4.447726110609687,2112.481225445825,0.0336964785154236,4564.03109197915,1.1949929181894647,0.0,4.713158063538156,-0.032428180455798,0.0382191924519167,0.0,0.3562921332648794,-149.35719403709504,-0.0014583791414593,4645.31739883702,-0.0088885596704034,1.197685213769054,0.0
