slip,sideslipFL,pitch,steeringangel,longslipFR,signal,roll,FyFR,RL,vy,FxFR,FyFL,vx,ax,signal,FL,gas,y,longslipFL,FR,FxRL,longslipRR,FyRR,ay,FyRL,longslipRL,sideslipRL,sideslipRR,yaw,rollrate,FxRR,FxFL,pitchrate,RR,slip1,yawrate,x,brake,sideslipFR,az
0.0,0.0,-3.9218157213248485e-05,0.0,2.808349639999672e-07,0.0,-1.2512815238127624e-07,0.0,1e-05,0.0,0.0466599402084196,0.0,0.0,-0.3431306652622903,0.0,1e-05,14.305555555555555,-4850.897164652041,2.808349639999672e-07,1e-05,0.0466828441670549,2.808349639999672e-07,0.0,-0.1072571782351639,0.0,2.808349639999672e-07,0.0,0.0,-0.0342957201195726,-0.0001080008855989,0.0466828417996954,0.0466599392730696,-2.3775753347224906e-08,1e-05,0.0,-3.1788466794528535e-07,4564.018298359632,0.0,0.0,1.4877731725295662
0.0,-0.0008659359744629,-7.268271119580988e-05,0.0,-0.0005803651418275,0.0,-2.8295318894235186e-05,6.898517053658372,1.0843085104833043,0.0002429550595765,-45.75853934436751,19.28668992787782,0.0084803266374004,1.8496504524269235,0.1398856946750655,0.013959558540463,5.511582536864257,-4850.897164546333,-0.0006030459982721,0.0135077235372194,1538.6319089146716,0.0126572463008556,17.234463926003237,0.0512574097733815,5.691584911514616,0.0125048836592421,-0.0002269429815789,-0.0007722126776018,-0.0342957798154886,-0.0049169070171574,1547.781042113167,-47.79490148057706,-0.0071726992989191,1.0821492862600806,0.0,-2.501513631808599e-06,4564.0183271195,0.0,-0.0002758141952947,-0.0662153214831475
0.0,-0.0038202869473151,-0.0002007637381622,0.0,-0.0008115126330158,0.0,-9.870035038110624e-05,22.3406198275947,1.6597031312282764,0.0013421038778943,-143.0097308411693,141.68891405228186,0.029948431608553,2.5068722554189065,0.279086229288473,0.0903487521819541,2.253715250607147,-4850.8971641373855,-0.0007883273147062,0.0875826896486228,2160.194660847929,0.0155116229479329,130.04028188356273,0.226238497566293,22.925147714078676,0.0151775112400291,-0.0003460450087117,-0.0035728718253729,-0.0342953813980694,-0.0084076174639042,2188.904238464928,-142.67254785076796,-0.0177176592202564,1.6178782327934649,0.0,8.652054617366271e-05,4564.018524940726,0.0,-0.000189873102941,-0.0529532694205198
0.0,-0.0061654399758784,-0.0004456339924699,0.0,-0.0009771130165446,0.0,-0.0001896500698494,-105.17060895902068,2.3213083074582053,0.0040595536858499,-133.7160448131883,325.59850928723023,0.0585818407665621,3.365574223914715,0.4169197996921991,0.1919924840802111,1.041805129872139,-4850.897152129177,-0.0009892976383768,0.1902302754082313,2852.7343781518143,0.021505028245282,316.0594297066287,0.3036920741805654,-66.09192863373893,0.0212438014522375,0.0032844182443548,-0.0060462942861637,-0.0342942282855102,-0.0094237940251302,2866.258436408024,-135.0452454907042,-0.0303478719267782,2.22799165023222,0.0,9.938846600590508e-05,4564.018975598172,0.0,0.0045398710449359,-0.0621409015719837
0.0,-0.010721294181053,-0.0008277346348515,0.0,-0.0009908694146799,0.0,-0.0002866980638043,-531.8102849033569,2.8399725055644685,0.0060821970704514,-149.82744065263074,545.8790099138855,0.0969309451807668,4.428743017206584,0.5527112971282275,0.3345697615946458,0.5778564171615101,-4850.897125388209,-0.000978763904854,0.3311452376343282,3734.129249311012,0.0307856301486781,514.7396468149605,0.0274864555250412,-459.4249215034895,0.0308970556649192,0.0120761709512499,-0.0094161980973991,-0.0342944658686536,-0.0099506500859193,3744.1500678876455,-151.1695350606136,-0.0448171435070023,2.73535706035784,0.0,-0.0001271561229647,4564.019764711822,0.0,0.0134386327942562,-0.0225823723237304
0.0,-0.022357459003994,-0.0013561092898531,0.0,-0.0011538608999376,0.0,-0.0003914646875174,-1064.386643174907,2.9788648751441493,0.0058217173188767,-160.74882662205326,1055.232619113395,0.144653733113484,5.054838851318179,0.6857956149109028,0.500180232455182,0.3889875013085898,-4850.897107250394,-0.0011428159657122,0.4969573412310099,4274.785893325168,0.0394052069810692,983.0024404204236,-0.0145371677850137,-1030.1219255537578,0.0402159755201956,0.0202991569235304,-0.0206585086337811,-0.0342957542647388,-0.0107331476217994,4238.2914321459775,-160.73361152060855,-0.059199016102745,2.865750675167276,0.0,-8.998133841974324e-05,4564.020992311074,0.0,0.0214203020719312,0.0275057059832671
0.0,-0.0312859576046464,-0.0020166949432054,0.0,-0.0013089249341751,0.0,-0.0004940442014141,-1682.8398620503208,2.9706125341843475,0.0056666805198185,-151.0878280342729,1673.8924039988765,0.1959719210161233,5.118144906815257,0.8155209061191403,0.674556136647539,0.3108315947291879,-4850.897109256712,-0.0012691858440216,0.6708422413756701,4313.810415832406,0.0481492227856283,1676.0979832276375,-0.0511398295045262,-1725.472522630835,0.0473223932493024,0.0329346322958948,-0.0316310572247816,-0.0342963139961179,-0.0097544928583216,4270.884495350855,-155.17044870546584,-0.0711701053637866,2.9896138472844065,0.0,-2.2589003494310205e-05,4564.022721432983,0.0,0.0338987370428201,0.0576782593644452
0.0,-0.0318051790106459,-0.0027772403573409,0.0,-0.0013643970584327,0.0,-0.0005874040846881,-2075.054780291308,3.0894304012601723,0.0049077711361585,-152.47983476767635,2023.2058856983224,0.246828933017925,5.026321349550347,0.9412517763423162,0.8440670259856271,0.2803983271809772,-4850.897133183264,-0.0012865353713015,0.8398694367739881,4213.563171027652,0.0576652239017197,2333.912880264437,-0.0857684768441676,-2417.088769523422,0.0554491671058616,0.0402352239640231,-0.0404741429335172,-0.0342960239698164,-0.009000471153628,4176.987138659145,-150.9099836716354,-0.0795182550075936,3.171188427259706,0.0,5.708539004183454e-05,4564.024962582443,0.0,0.0328426709286461,0.0560478477045047
0.0,-0.0311573135464613,-0.0036058763853998,0.0,-0.0013930405745702,0.0,-0.0006708354390856,-2100.3436892709374,3.067965662811425,0.0041718502881192,-145.03364889933067,2077.786481223023,0.2984107763579213,5.303107446218012,1.0623723958417668,1.008490765798564,0.2656273135177321,-4850.897182671266,-0.0013521745480592,1.0058567596601045,4442.842593628127,0.0656168208214335,2540.1176825247894,-0.0762176083830562,-2623.184561993471,0.0594338774845988,0.0374253716226415,-0.0383343658056953,-0.0342950833585174,-0.0077244937324252,4353.325094672452,-148.4775797970896,-0.0853544199865763,3.292911911730703,0.0,0.000126649383565,4564.027712303986,0.0,0.0326614662028541,0.0320156131714788
0.0,-0.0312613103042057,-0.0044845946964152,0.0,-0.0014226932599693,0.0,-0.000741324676296,-2094.734394524681,2.8402964578008976,0.0032888113348165,-149.02274605785482,2061.9033195356674,0.3524647845967321,5.491146002837883,1.178289515884539,1.1792616715028224,0.2534601985252018,-4850.897258022803,-0.0013511539006777,1.176816836764001,4599.308502034009,0.0688532112246792,2565.4965630187057,-0.1044231649407926,-2690.1111892174117,0.0557052257800724,0.0357998085764144,-0.0386046395712167,-0.034293026220691,-0.0065611616108841,4490.430888288276,-149.16063422348967,-0.0897291377799821,3.268392940267663,0.0,0.0002848225862227,4564.030991619697,0.0,0.032757233273377,0.0144091000037321
