ax,slip,gas,FxRL,x,brake,signal,az,ay,FyRL,FL,longslipRL,FyRR,RL,y,steeringangel,yawrate,sideslipRR,slip1,signal,FyFR,longslipRR,FxRR,RR,FxFR,sideslipFR,FR,pitch,vx,roll,longslipFR,FxFL,vy,FyFL,rollrate,sideslipRL,pitchrate,sideslipFL,longslipFL,yaw
-0.3431306652622903,0.0,7.152777777777778,0.0466828441670549,4564.018298359632,0.0,0.0,1.4877731725295662,-0.1072571782351639,0.0,1e-05,2.808349639999672e-07,0.0,1e-05,-4850.897164652041,0.0,-3.1788466794528535e-07,0.0,0.0,0.0,0.0,2.808349639999672e-07,0.0466828417996954,1e-05,0.0466599402084196,0.0,1e-05,-3.9218157213248485e-05,0.0,-1.2512815238127624e-07,2.808349639999672e-07,0.0466599392730696,0.0,0.0,-0.0001080008855989,0.0,-2.3775753347224906e-08,0.0,2.808349639999672e-07,-0.0342957201195726
1.8496504524269235,0.0,2.748530854658887,1538.6319089146716,4564.0183271195,0.0,0.0,-0.0662153214831475,0.0512574097733815,5.691584911514616,0.013959558540463,0.0125048836592421,17.234463926003237,1.0843085104833043,-4850.897164546333,0.0,-2.501513631808599e-06,-0.0007722126776018,0.0,0.0599910004049913,6.898517053658372,0.0126572463008556,1547.781042113167,1.0821492862600806,-45.75853934436751,-0.0002758141952947,0.0135077235372194,-7.268271119580988e-05,0.0084803266374004,-2.8295318894235186e-05,-0.0005803651418275,-47.79490148057706,0.0002429550595765,19.28668992787782,-0.0049169070171574,-0.0002269429815789,-0.0071726992989191,-0.0008659359744629,-0.0006030459982721,-0.0342957798154886
2.5068722554189065,0.0,1.1055535556516056,2160.194660847929,4564.018524940726,0.0,0.0,-0.0529532694205198,0.226238497566293,22.925147714078676,0.0903487521819541,0.0151775112400291,130.04028188356273,1.6597031312282764,-4850.8971641373855,0.0,8.652054617366271e-05,-0.0035728718253729,0.0,0.1199280129588891,22.3406198275947,0.0155116229479329,2188.904238464928,1.6178782327934649,-143.0097308411693,-0.000189873102941,0.0875826896486228,-0.0002007637381622,0.029948431608553,-9.870035038110624e-05,-0.0008115126330158,-142.67254785076796,0.0013421038778943,141.68891405228186,-0.0084076174639042,-0.0003460450087117,-0.0177176592202564,-0.0038202869473151,-0.0007883273147062,-0.0342953813980694
3.340915253444775,0.0,0.4877486023617426,2838.9674581560403,4564.01897555998,0.0,0.0,-0.0229598647757208,0.2716247426077414,-76.73127569898436,0.1918149492483029,0.0209323139527982,303.3364024683278,2.250066099024933,-4850.897152367285,0.0,9.884998950959505e-05,-0.0053885113731141,0.0,0.179757098396022,-117.06923647785544,0.0210747539289199,2849.8566247347967,2.157885369693608,-133.51510516846903,0.0051454441389515,0.1902180956703407,-0.000444975061282,0.0585643115327732,-0.0001844605694737,-0.0009733305477367,-134.50686238418183,0.0039662509830516,312.0743955226285,-0.0079598212857709,0.0038223271198102,-0.0301083421599323,-0.0054601308854074,-0.0009794937320261,-0.0342942247861489
4.191628973472565,0.0,0.2438372832443334,3538.7428406591416,4564.019761007998,0.0,0.0,0.0060867249934828,-0.1247194295570272,-504.9617436123148,0.3304096874756947,0.0269443356201007,444.5998933779423,2.37339043298024,-4850.897130833759,0.0,-0.0001272188013689,-0.0081004363502627,0.0,0.2394244145778387,-569.6635828292422,0.0264575261948247,3548.3425007452283,2.2711455865053827,-145.55835501815454,0.0134423158896151,0.3276653150723205,-0.0008173656731703,0.0960022367797851,-0.0002565416141497,-0.0009451235484675,-146.68411714795477,0.0050106313333378,471.5450687324311,-0.007105089120449,0.0123397140144736,-0.0430446937477439,-0.0093767644745596,-0.0009262808871987,-0.0342945015369993
4.500103877848026,0.0,0.1408486084889249,3838.041175525937,4564.020960750855,0.0,0.0,0.0498719612318825,-0.0231457844300917,-990.3652658214594,0.481653620176749,0.0283554482226319,926.5799183828224,2.067137339544589,-4850.897128657386,0.0,-8.842408502727028e-05,-0.0189994763964325,0.0,0.2988762649471985,-981.7500456400412,0.0277904748209049,3756.466778763765,2.0062132132352617,-151.3145147418413,0.0183322728031301,0.4799672538202501,-0.0013145422606821,0.1399690898761664,-0.0003309533858485,-0.0010334249011437,-151.22221703406672,0.0038355323616076,977.2845921732212,-0.007333192591266,0.0177396907264471,-0.0548612357450207,-0.0207128457182103,-0.0010437176631292,-0.034295729943624
4.254340881643273,0.0,0.0999010719864882,3565.119701042397,4564.022606980441,0.0,0.0,0.0845439578494793,-0.0935921536748753,-1639.0104625180893,0.633272958496508,0.0261191641764454,1562.7601364028162,1.7514722685299873,-4850.897148176452,0.0,8.196631854949698e-05,-0.0263918197419919,0.0,0.3580591468516483,-1517.96591465467,0.0270684594580937,3596.21858557729,1.806047396375116,-138.69563308184584,0.0297073660684594,0.6301043745120944,-0.001914791442123,0.1843896792468857,-0.0003940575521499,-0.0010986533041273,-141.70224280468906,0.0035366229451417,1464.730447757717,-0.0055565817113814,0.0279745858877376,-0.0636851170819331,-0.025448448352202,-0.0010305735124823,-0.0342958373563444
3.891009714275809,0.0,0.0884878397225624,3273.108487640869,4564.024679715234,0.0,0.0,0.0951080727726482,-0.0760652421047694,-2296.4110941448457,0.7654171225925938,0.0261745117295319,2259.277774026298,1.7275951965376766,-4850.897189685291,0.0,-1.743978757952142e-05,-0.0352296757402756,0.0,0.4169197996921991,-1933.8892171403825,0.0266383766884949,3248.3365910247835,1.7509764082102512,-130.98880031461755,0.0307728210672148,0.7641231142844247,-0.0025813473389002,0.2254599598353298,-0.0004444476375229,-0.0011073020945303,-129.88442042933562,0.0024992052626518,1864.7182044270205,-0.0045113287759754,0.0347166679988433,-0.068474803772196,-0.0309753154394188,-0.0011000028362659,-0.0342951457455123
3.870721457287176,0.0,0.0868502978245062,3210.6421363425857,4564.0271459392325,0.0,0.0,0.0840222968858284,-0.0653881069000291,-2747.1078064425665,0.8871711817034916,0.0264022653593924,2674.9181165720465,1.754664144061775,-4850.897253017336,0.0,0.0001428962539916,-0.0338664903105863,0.0,0.4754052528542691,-1994.7051766169127,0.0264305987677027,3223.5618843458133,1.757366460203339,-122.12518584543687,0.0303477406536787,0.8849234983128597,-0.0032759210648176,0.2639941535399646,-0.0004807563894395,-0.0010748654550314,-123.90998812565886,0.0017981494850683,1940.4428945906143,-0.0029757027789184,0.0338909014897127,-0.0699061580086912,-0.0278473610050544,-0.0010045787765636,-0.0342947409446553
3.758938223052156,0.0,0.084136463564547,3118.7110739688183,4564.029998207016,0.0,0.0,0.0991200485882708,-0.0855743890914353,-2836.8084984899515,1.002664844832802,0.0218696309594281,2788.536554173181,1.6184294597550866,-4850.897337448369,0.0,5.4906024822797205e-05,-0.0318768184416453,0.0,0.5334628733776623,-1975.0656408731277,0.0225722140064541,3125.6160473133623,1.6475812019091274,-121.88174408633182,0.0291045289738632,1.0020859598237353,-0.0039737251806753,0.3026694883502865,-0.000503151980422,-0.0010303639929921,-122.81589606006396,0.0009866711444431,1914.601632563156,-0.0016164801918138,0.0321823091365148,-0.0693932163693282,-0.02807050064041,-0.0010191433851203,-0.0342937354111665
