sideslipRR,RL,FyFR,steeringangel,sideslipRL,FxFL,FxFR,pitchrate,rollrate,y,FxRL,gas,yaw,ay,az,FL,signal,signal,longslipFL,FxRR,longslipRL,slip1,ax,slip,pitch,yawrate,FyRL,RR,longslipRR,FyRR,roll,sideslipFR,FR,brake,x,FyFL,vy,sideslipFL,longslipFR,vx
0.0,1e-05,0.0,0.0,0.0,0.0466599392730695,0.0466599402084195,-2.3775753347015152e-08,-0.0001080008855989,-138.6472273329127,0.0466828441670547,64.375,-0.0130201565377619,-0.1072571782351647,1.4877731725295706,1e-05,0.0,0.0,2.808349639999672e-07,0.0466828417996951,2.808349639999672e-07,0.0,-0.3431306652622907,0.0,-3.921815721326774e-05,-3.1788466794521145e-07,0.0,1e-05,2.808349639999672e-07,0.0,-1.2512815238071413e-07,0.0,1e-05,0.0,9975.981220894291,0.0,0.0,0.0,2.808349639999672e-07,0.0
-0.0007722125224862,1.0843085102226775,6.898529018625194,8.315864276690332e-12,-0.0002269429029785,-47.794902615775214,-45.75854227491614,-0.0071726978455913,-0.0049169062123139,-138.6472266153935,1538.6319078758793,24.852944313467727,-0.013020216233568,0.0512574088933185,-0.0662155617865713,0.0139595587173891,0.0,0.0,-0.0006030460266187,1547.7810389653669,0.0125048836359712,0.0,1.849650456251019,0.0,-7.268270544982817e-05,-2.501495390054726e-06,5.691582182708809,1.0821492871471718,0.0126572462534902,17.23445923968894,-2.829531021062481e-05,-0.0002758147553805,0.0135077245638275,0.0,9975.981249645403,19.28667828772842,0.0002429550209704,-0.0008659353392535,-0.0005803651754477,0.0084803266415314
-0.0035728716879911,1.6597031338777015,22.340638009453773,-7.556367305484527e-08,-0.0003460449907474,-142.67254486668344,-143.0097267377067,-0.0177176579778921,-0.0084076170302595,-138.6472219980998,2160.194654011575,10.290847115753929,-0.0130198178159173,0.2262384761736892,-0.0529532388447757,0.0903487500213525,0.0,0.0,-0.0007883273215758,2188.9042315080733,0.0151775111913369,0.0,2.506872249945797,0.0,-0.0002007637183987,8.652055991586223e-05,22.92514364574704,1.6178782395776128,0.0155116228959405,130.0402713417425,-9.870033572941896e-05,-0.00018987288258,0.0875826872970673,0.0,9975.981447413158,141.68886754824734,0.0013421037123822,-0.0038202863058845,-0.0008115126378487,0.0299484315939139
-0.0060462945127431,2.3213083152545844,-105.17067768146,-4.0598920562991953e-07,0.003284417866587,-135.04524636774855,-133.71604421716137,-0.0303478707367062,-0.0094237943665125,-138.64720040534385,2852.73437131276,4.920343198722583,-0.0130186647044879,0.3036920225900856,-0.0621409049365074,0.1919924822090661,0.0,0.0,-0.0009892976355168,2866.258429106189,0.0212438014128299,0.0,3.3655742192379297,0.0,-0.0004456339607162,9.938814077122172e-05,-66.09191975655382,2.227991660958341,0.0215050281980636,316.05942907372986,-0.0001896500543841,0.004539873623637,0.190230272153429,0.0,9975.981897713153,325.5984335580948,0.0040595531143336,-0.0061654380239162,-0.0009771129991156,0.0585818406946271
-0.0102461530673105,2.913807040424216,-515.9087844380061,-1.0865396895121087e-07,0.0113929369828039,-151.66794242135873,-150.21951631865193,-0.0450726336811087,-0.0111916416445016,-138.64715657928463,3755.62831677272,2.9264971786583724,-0.0130189206524596,0.0762113832027341,-0.0571598961065557,0.3347454136622581,0.0,0.0,-0.0009905613417022,3757.215973166128,0.031472221025398,0.0,4.45499846982819,0.0,-0.0008284836781348,-0.0001333862050289,-444.1583899627471,2.8116610850352077,0.0315159868992353,531.915952595467,-0.0002914964377145,0.0126884809694882,0.3312386492155473,0.0,9975.982686137351,564.7974043562868,0.0061987694703599,-0.0116396474733788,-0.0009944288692431,0.0969583087880346
-0.0221796530149318,3.4632710642462494,-1027.391518008704,-4.364647493180969e-07,0.0202644260696753,-163.8401621211159,-163.49805101356296,-0.0609672970424611,-0.0138022902986999,-138.6471063093849,4393.398963770239,2.1738286397038977,-0.0130205246211511,0.126655439512974,-0.0131889753621849,0.5034956156301291,0.0,0.0,-0.0012015926696697,4324.111914461011,0.0463311179342785,0.0,5.178920855760084,0.0,-0.0013664992261251,-0.0001434581404718,-980.8407558639474,3.405921455042486,0.0467536467566296,1039.485967856971,-0.0004190908600789,0.0213688068501837,0.5000697922561507,0.0,9975.9839159263,1139.003557655221,0.0069977214846822,-0.0242041801457266,-0.0011798263049943,0.1452857371659729
-0.0353264647808426,4.26132515806052,-1726.9007240589426,-5.942649878528655e-06,0.0348862352283812,-159.34542792497746,-155.31934630567457,-0.0757845207097204,-0.0150457103488882,-138.64705253378014,4485.223320329903,1.8864982840750404,-0.0130214940815451,0.0569852744470667,0.0130110158704578,0.6861687806459417,0.0,0.0,-0.0013820641373885,4394.547800056927,0.0697849406250405,0.0,5.289151223092759,0.0,-0.0020595363288376,-6.085770743127659e-05,-1621.390254340486,4.387171105327329,0.073598136462015,1637.214001724438,-0.0005639068421509,0.0361496195830397,0.6810192588943584,0.0,9975.985659357846,1803.5485140169524,0.0081129530104173,-0.0347297621727033,-0.0014153316342721,0.1981898696396046
-0.0472288934112345,5.47465942834679,-2125.7210385620638,-1.965058398175989e-05,0.0443563008412813,-156.53904455598973,-157.21285781363468,-0.0878689505677188,-0.0165870198094776,-138.64699891469948,4406.746814703194,1.7790776475443817,-0.0130215634033754,0.0035606422738924,-0.0562966226374056,0.8663828132477687,0.0,0.0,-0.0014280321676771,4317.482132274622,0.1074538798830295,0.0,5.220165036072419,0.0,-0.0028859609537433,7.965884002461782e-05,-1988.0099305596027,5.801181106365515,0.1171326384066341,1937.0924306516272,-0.0007230139617613,0.0344890363487856,0.8617919196487653,0.0,9975.987931699585,2187.9997948158866,0.0084118809466003,-0.0352229182362407,-0.0014497510571764,0.2506266921110768
-0.0504153875598933,6.71042235813858,-2191.620705556388,-4.978639936233801e-05,0.0434690938545753,-154.36704716892365,-150.7487125792617,-0.098242659549924,-0.0175900134875945,-138.6469503906241,4640.5109108377455,1.7351757742975955,-0.0130186701850314,0.0317094073315057,-0.1478258773381731,1.043821078382458,0.0,0.0,-0.0015157806478198,4521.765673010038,0.1538386602843796,0.0,5.513129983976596,0.0,-0.0038226437559706,0.0004401236104797,-1759.1219797040158,7.25441723398198,0.1721026325723781,1717.0024469037023,-0.0008949272860345,0.035922458039206,1.0398958170623145,0.0,9975.99073126515,2259.059200155527,0.0085817466692658,-0.0349881511219949,-0.0015647309190047,0.3042071043928437
-0.0527522932645973,7.766037912443696,-2235.1679339453203,-9.53100975219464e-05,0.0456899453086544,-156.09518893972984,-153.82391973147824,-0.1075432693411787,-0.0181213623318112,-138.64690752339334,4802.867587115677,1.7119788842451644,-0.0130135227426037,0.0078153546500013,-0.2055774794899239,1.2290724510913769,0.0,0.0,-0.0015568528622683,4676.785491073432,0.2040986860779094,0.0,5.710508852554615,0.0,-0.0048571886840818,0.0005389881602233,-1416.012327339072,8.571940759815345,0.2339113511188001,1384.2527704342424,-0.0010740370837567,0.0374842347424543,1.2243926181446654,0.0,9975.994081758334,2264.397751623528,0.0086768007748039,-0.0357991444503478,-0.0016437340170572,0.3603820943593168
-0.0524210161869807,8.67256925136723,-2233.731175939097,-0.0001491400543692,0.0463541896149329,-156.0447864691658,-153.24062840217582,-0.1153599099638234,-0.0181315828082872,-138.64687206770466,4892.452178867844,1.697996733051628,-0.0130082800566142,-0.0079293091759126,-0.2497814668994529,1.417298255855776,0.0,0.0,-0.0016023662525557,4761.851804771867,0.2582881803079349,0.0,5.827300126117897,0.0,-0.005976958709513,0.000514709388841,-1135.3656306879252,9.749654722874796,0.3018200088119294,1097.799926310288,-0.0012558043231214,0.0375335091686949,1.4126003251504815,0.0,9975.998003641957,2257.7632714487504,0.0086276473830085,-0.0361087281319746,-0.0016866074197968,0.4181489773323497
-0.0497890384775853,9.475074949771653,-2193.370789591312,-0.0002157056192121,0.0448098197573978,-157.28868571521255,-154.37844022333914,-0.1215865198632172,-0.0176021532422286,-138.64684523950086,4961.583628564039,1.6884301297717896,-0.0130030605131671,-0.0199839711211406,-0.2705707012953874,1.608922631957224,0.0,0.0,-0.0016101940876671,4818.153519346452,0.3167300060650838,0.0,5.909987583309103,0.0,-0.0071660855527689,0.0005313293294885,-911.6100341454284,10.84088572673045,0.3770193405087348,858.8266411417485,-0.0014345844752811,0.0370874707883511,1.6040749652727009,0.0,9976.00250903622,2213.8199107263868,0.0084798202937198,-0.035122292915816,-0.0017217071666945,0.4768818292241005
-0.0460121987992899,10.178883848546285,-2125.1215572864457,-0.0002955522346189,0.0421383259162801,-155.06921945976435,-151.91367340908425,-0.1262394619147527,-0.0167009263227438,-138.6468284701023,5034.150409598704,1.6807012420186715,-0.0129977325776875,-0.0362605147560454,-0.2685659315341504,1.801775524932812,0.0,0.0,-0.001570826466367,4872.258435454582,0.3789230937380606,0.0,5.996758657804745,0.0,-0.0084089144481393,0.0005257415205539,-729.144390971088,11.86712321551362,0.4604892009957994,664.5405224521086,-0.0016058863820555,0.0360810044379803,1.797310487247015,0.0,9976.007606544312,2132.6115393361783,0.0081749122663957,-0.0336675943235689,-0.0016935761067274,0.5364383675594
-0.0418860283099781,10.75695556793186,-2034.1757544367383,-0.0003795029888315,0.0392823125274202,-154.4205696678938,-151.03289464695783,-0.1293396077493043,-0.0154972282951094,-138.64682346931409,5116.188304971062,1.6734835867161564,-0.0129927752182933,-0.0483457398915765,-0.2573941792483971,1.9940552814444328,0.0,0.0,-0.0015406897920547,4934.265613035885,0.4415941607214183,0.0,6.093163454403051,0.0,-0.0096895364398228,0.0004632731593928,-585.7571188624001,12.808898871186342,0.5494336585133517,512.9000123864615,-0.0017665477779229,0.034676490554725,1.989740938785556,0.0,9976.013304855423,2032.9368692304824,0.0077228101279703,-0.032117619620917,-0.0016733650014683,0.596893018303999
-0.0378267743485146,11.254535364408651,-1932.2736139315,-0.0004557718070176,0.0367236039917767,-153.9821841444271,-150.23076572324595,-0.1310823261525183,-0.0139590162516225,-138.64683158236548,5205.219644520203,1.666247676208649,-0.0129887027239111,-0.0579201989779793,-0.2296460218641815,2.1864983941372254,0.0,0.0,-0.0015189860981432,5004.8588013358285,0.5045037124493812,0.0,6.197798842290678,0.0,-0.0109935927067362,0.000355216419888,-477.2576711257264,13.711435161525513,0.6445319542183575,397.48917839475473,-0.0019133298477406,0.0331873901064935,2.1822011520606197,0.0,9976.019613499264,1925.1802074999944,0.0071673187497806,-0.030472220379135,-0.0016578519777834,0.6583399739891681
-0.0339908004589983,11.689015941585067,-1827.330145226348,-0.0005104320773834,0.0344893716114248,-153.59671651676663,-149.64394847415363,-0.1315556153746518,-0.0121224396593007,-138.64685389758327,5297.019825167554,1.658835505356142,-0.0129859498454628,-0.0675819065689389,-0.1908064509057276,2.379690623373915,0.0,0.0,-0.0014963303656129,5081.141357203067,0.5674051032106036,0.0,6.307216031609897,0.0,-0.0123080415192414,0.0002032356745926,-396.0639952189741,14.587307464145994,0.7459189842335475,310.19944245709354,-0.0020430420627515,0.0316232446903113,2.3753247010126826,0.0,9976.02654284764,1813.3436472973908,0.0065195299630186,-0.0288015734370694,-0.0016364396006679,0.7208492646527312
-0.0303826601407443,12.06975913684587,-1721.0355144194234,-0.0005242021102388,0.0324750000104615,-153.38496307212185,-149.2933516931758,-0.1308161019306183,-0.0100340177655054,-138.64689145125473,5388.932469272646,1.651246537403135,-0.0129849401708284,-0.0752538319088189,-0.1443718027768371,2.573803010791255,0.0,0.0,-0.0014763860710185,5160.478227261474,0.6299691780484111,0.0,6.418329986179394,0.0,-0.0136205084005193,1.2269495610794006e-05,-334.6332831458352,15.439093248424529,0.8534892954630434,243.855982387086,-0.0021529739854051,0.0299718816918307,2.569257502923126,0.0,9976.03410374679,1701.9542327377617,0.0057885459061977,-0.0271425465458424,-0.001614956624058,0.7844558393590476
-0.0269496692726645,12.403154583503095,-1614.7725608440744,-0.0004727902921457,0.0305869455219886,-153.2501439004132,-149.07954306532517,-0.1289190929025935,-0.0077338144668323,-138.64694510326834,5478.522709838308,1.6435336939854917,-0.0129860151012516,-0.0809767837636055,-0.0927446482421885,2.7689389568099534,0.0,0.0,-0.00145967524546,5239.7593805938905,0.6918578970617506,0.0,6.527810709721415,0.0,-0.0149191675863734,-0.000209902760825,-286.9923136400067,16.268038898599674,0.9671721813737472,192.7251539032436,-0.0022408173707648,0.0282726582127934,2.764128693886521,0.0,9976.04230719096,1591.8788569020674,0.0049959546262433,-0.0254911022357669,-0.0015940171742944,0.849162969207105
-0.0236509243128128,12.705711091761383,-1509.747132967084,-0.000333850607028,0.0287722251578372,-153.23472097803446,-148.97734827394177,-0.1259547958536742,-0.0052835433029269,-138.64701550296675,5563.942152224442,1.6357699237965957,-0.0129894780656841,-0.0817778248570742,-0.0395255402740561,2.965157850431332,0.0,0.0,-0.0014481224200555,5317.413461535116,0.753586386645568,0.0,6.633621400187062,0.0,-0.0161928753859288,-0.0004640973312776,-248.86036763626143,17.085441940003818,1.08768243558628,155.899155227746,-0.0023047739299128,0.0265382128690297,2.9600019343489707,0.0,9976.051164001665,1484.5450871463747,0.0041655838004613,-0.0238681792113987,-0.0015740614710935,0.9149431323750428
-0.0203977701605511,12.993620750577342,-1406.702088146346,-8.773672873173754e-05,0.0270737976113375,-153.28880457368444,-148.93536561472123,-0.122011584871472,-0.0027254888587724,-138.64710288736526,5644.449981570811,1.628006858453209,-0.0129957541799877,-0.078775417512426,0.0167871550901744,3.162598965079105,0.0,0.0,-0.0014392911877192,5393.913128341022,0.8159645583327811,0.0,6.735182721214616,0.0,-0.0174315255738465,-0.0007695435540456,-217.4710116603886,17.90126406988364,1.215826433157589,131.85096961049925,-0.0023436157793514,0.0247912341998176,3.156871427953967,0.0,9976.060684605103,1380.3961915424998,0.0033510258417382,-0.0222828339171918,-0.0015558634073564,0.9817556606822742
-0.0171956961328174,13.265886963259442,-1305.8385921075396,0.0003439025919913,0.0254769885913377,-153.36373633904972,-148.98538206151886,-0.1171462140674494,-0.0001059076209137,-138.64720706405618,5719.532343504192,1.620261982477391,-0.0130053520465731,-0.0753052580823903,0.0718434276500604,3.361269345311696,0.0,0.0,-0.0014327853300274,5468.847977245652,0.878617828913675,0.0023736086538472,6.832383277921257,0.0023736086538472,-0.0186256109915433,-0.0011204191543797,-191.2321956431641,18.70597683268605,1.35086427682245,112.70840216235467,-0.0023564884009543,0.0230245616824212,3.3547145771475577,0.0,9976.070879016072,1280.149255723948,0.0025797849877087,-0.0207417750945535,-0.001539464750712,1.0495618265605398
-0.0141193919110321,13.52611436087193,-1207.36852151034,0.0010603227045814,0.0239264615048777,-153.43261465367428,-149.18521103775817,-0.1114401976885309,0.0025073357715179,-138.647327701472,5788.559503803814,1.612563750836585,-0.0130185925613895,-0.0718499082549133,0.124820128313369,3.561096711287316,0.0,0.0,-0.0014284077542688,5540.8614620929175,0.9415284660886356,0.001583093741781,6.923759645104899,0.001583093741781,-0.0197663474016338,-0.0014920940867572,-168.8819525198832,19.495766427168117,1.4923435333191897,95.46474455854286,-0.0023431369820127,0.0212688703744467,3.5535813031546897,0.0,9976.081756779677,1183.5753312041006,0.0018588139802416,-0.0192339007388812,-0.0015263180870073,1.118311061636633
-0.0112343688780504,13.77868372401024,-1111.726572211363,0.0019549786449142,0.0223755602205765,-153.52621109312463,-149.46214794858426,-0.1049830172519627,0.0050373773128931,-138.64746446414128,5850.9264090154265,1.6049462806301986,-0.0130355630394493,-0.0686999505975154,0.1746496354218161,3.762012016686446,0.0,0.0,-0.0014254852313652,5608.840831811544,1.0048173827314095,0.0009251120712213,7.008194592062217,0.0009251120712213,-0.0208458164890839,-0.0018630342639462,-149.45603373561687,20.26890469946676,1.6399138207665198,79.23024289542931,-0.0023040507720545,0.0195351782203724,3.7535172969109314,0.0,9976.093326846516,1090.769054660469,0.0011850385350654,-0.0177629688631844,-0.00151471932179,1.1879405238250282
-0.0085970249387739,14.02793709129522,-1019.2331652262856,0.0029391995023164,0.0207793694595851,-153.60094755367624,-149.819906429626,-0.0978668515586032,0.0074021170891079,-138.64761706519442,5905.931542766295,1.5974433901642495,-0.0130561258639537,-0.0680354766764412,0.2207893423919201,3.9639244719419233,0.0,0.0,-0.0014231928793274,5671.980914197761,1.0686978569705905,0.0003718673349166,7.084699164779288,0.0003718673349166,-0.0218570136320925,-0.0022080363777381,-135.31389823069867,21.024345084833456,1.793243162819198,63.89750171233026,-0.0022404942001626,0.0178291668517343,3.954515977864257,0.0,9976.105597465224,1001.4879431563954,0.0005495884582024,-0.0163389665475497,-0.001505089189034,1.2583768830693052
-0.0062622875083346,14.278089713948978,-929.5031346686887,0.0039366419819622,0.0190911321621787,-153.64116356604035,-150.23953777276702,-0.0901847993211784,0.0095225299544306,-138.6477853737578,5953.255539493444,1.5900865316484083,-0.013079856776339,-0.0667433299821676,0.262096337220409,4.166701630900132,0.0,0.0,-0.0014215844465935,5729.53327549416,1.1334677835195135,6.2830806398898105,7.15261978728422,-0.0001046672897758,-0.022793858228025,-0.0024984336480389,-124.41442547096976,21.76125301866738,1.9519790021358312,49.68726249617747,-0.0021545898934856,0.0161559937023189,4.156572228233149,0.0,9976.118576089504,916.4292968524444,-6.368616129211711e-05,-0.0149700686944788,-0.001496004913775,1.3295378898700012
-0.0042287880074222,14.532656197185256,-842.973789211159,0.0049152912228893,0.0173241116110684,-153.69659423642787,-150.65597325642378,-0.0820343919799594,0.0113576284018481,-138.64796928753964,5992.796652315935,1.5829008099525923,-0.0131061221880338,-0.0646462286136559,0.297222915623484,4.37023188797822,0.0,0.0,-0.0014219491565562,5780.923588917798,1.1994483050589655,6.282673608688,7.211779040720619,-0.0005116984915863,-0.0236512216482111,-0.0027209815878557,-114.26548284160316,22.4792617773347,2.1157457299582707,36.804804657727615,-0.0020490170276542,0.0145283702318506,4.359624791612454,0.0,9976.132269315323,835.4728425283588,-0.000649100414984,-0.0136569174299213,-0.0014867580893474,1.4013357723470643
-0.0025093351777955,14.795051846412756,-759.7183826104782,0.0063285391918433,0.0155225161111915,-153.85624345947866,-151.2404234682235,-0.0735699026638386,0.0127661775357316,-138.64816858149055,6023.279014914648,1.5759117567306624,-0.0131342192496127,-0.0601678534152365,0.3201596990821239,4.574571138395516,0.0,0.0,-0.0014235827951068,5825.697414122659,1.2669459213366987,6.282337794988274,7.260435391407455,-0.0008475121913114,-0.0244251704237185,-0.0028697654392053,-104.02005042276814,23.178217909204022,2.2841721830122776,25.374010643771456,-0.001927214197081,0.0129500523273877,4.563502267887426,0.0,9976.146682832154,760.775745892298,-0.0011894089590897,-0.0125124480879571,-0.0014800169779953,1.4736753349553258
-0.0011631106211511,15.074078791418744,-680.2560728814285,0.0082033206090278,0.0137502633561236,-153.86148626989038,-151.95721755295975,-0.0649797922983532,0.0136403024990519,-138.64838269637232,6037.352569201706,1.5691913834744624,-0.0131632721656968,-0.0489485582499362,0.326040729965305,4.779576435321043,0.0,0.0,-0.0014231970733143,5862.848827921174,1.33695483247024,6.282089616199753,7.293056922815624,-0.0010956909798332,-0.0251136574835887,-0.0029165620171822,-93.5881474503534,23.85545622884425,2.4563236016233305,15.669948373473757,-0.001794428048279,0.0114368059669211,4.768433169440614,0.0,9976.161821250877,693.5353235747478,-0.0016434339197556,-0.0114408192007773,-0.0014712917254813,1.546427321758162
