slip,RR,FxFL,yawrate,FyFR,brake,y,x,vy,FR,FxFR,sideslipFR,gas,steeringangel,RL,signal,roll,longslipFL,ax,FyRL,sideslipRL,FyFL,vx,sideslipFL,slip1,rollrate,sideslipRR,longslipFR,az,signal,longslipRR,FxRL,FyRR,yaw,longslipRL,pitchrate,FxRR,pitch,FL,ay
0.0,1e-05,0.0466599392730695,-3.1788466794521145e-07,0.0,0.0,-138.6472273329127,9975.981220894291,0.0,1e-05,0.0466599402084195,0.0,92.98611111111111,0.0,1e-05,0.0,-1.2512815238071413e-07,2.808349639999672e-07,-0.3431306652622907,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001080008855989,0.0,2.808349639999672e-07,1.4877731725295706,0.0,2.808349639999672e-07,0.0466828441670547,0.0,-0.0130201565377619,2.808349639999672e-07,-2.3775753347015152e-08,0.0466828417996951,-3.921815721326774e-05,1e-05,-0.1072571782351647
0.0,1.0821492871471718,-47.794902615775214,-2.501495390054726e-06,6.898529018625194,0.0,-138.6472266153935,9975.981249645403,0.0002429550209704,0.0135077245638275,-45.75854227491614,-0.0002758147553805,35.90515104311934,8.315864276690332e-12,1.0843085102226775,0.0,-2.829531021062481e-05,-0.0006030460266187,1.849650456251019,5.691582182708809,-0.0002269429029785,19.28667828772842,0.0084803266415314,-0.0008659353392535,0.0,-0.0049169062123139,-0.0007722125224862,-0.0005803651754477,-0.0662155617865713,0.0,0.0126572462534902,1538.6319078758793,17.23445923968894,-0.013020216233568,0.0125048836359712,-0.0071726978455913,1547.7810389653669,-7.268270544982817e-05,0.0139595587173891,0.0512574088933185
0.0,1.6178782395776128,-142.67254486668344,8.652055991586223e-05,22.340638009453773,0.0,-138.6472219980998,9975.981447413158,0.0013421037123822,0.0875826872970673,-143.0097267377067,-0.00018987288258,14.883493895881472,-7.556367305484527e-08,1.6597031338777015,0.0,-9.870033572941896e-05,-0.0007883273215758,2.506872249945797,22.92514364574704,-0.0003460449907474,141.68886754824734,0.0299484315939139,-0.0038202863058845,0.0,-0.0084076170302595,-0.0035728716879911,-0.0008115126378487,-0.0529532388447757,0.0,0.0155116228959405,2160.194654011575,130.0402713417425,-0.0130198178159173,0.0151775111913369,-0.0177176579778921,2188.9042315080733,-0.0002007637183987,0.0903487500213525,0.2262384761736892
0.0,2.227991660958341,-135.04524636774855,9.938814077122172e-05,-105.17067768146,0.0,-138.64720040534385,9975.981897713153,0.0040595531143336,0.190230272153429,-133.71604421716137,0.004539873623637,7.1366506665959655,-4.0598920562991953e-07,2.3213083152545844,0.0,-0.0001896500543841,-0.0009892976355168,3.3655742192379297,-66.09191975655382,0.003284417866587,325.5984335580948,0.0585818406946271,-0.0061654380239162,0.0,-0.0094237943665125,-0.0060462945127431,-0.0009771129991156,-0.0621409049365074,0.0,0.0215050281980636,2852.73437131276,316.05942907372986,-0.0130186647044879,0.0212438014128299,-0.0303478707367062,2866.258429106189,-0.0004456339607162,0.1919924822090661,0.3036920225900856
0.0,2.8116610850352077,-151.66794242135873,-0.0001333862050289,-515.9087844380061,0.0,-138.64715657928463,9975.982686137351,0.0061987694703599,0.3312386492155473,-150.21951631865193,0.0126884809694882,4.268598265432914,-1.0865396895121087e-07,2.913807040424216,0.0,-0.0002914964377145,-0.0009905613417022,4.45499846982819,-444.1583899627471,0.0113929369828039,564.7974043562868,0.0969583087880346,-0.0116396474733788,0.0,-0.0111916416445016,-0.0102461530673105,-0.0009944288692431,-0.0571598961065557,0.0,0.0315159868992353,3755.62831677272,531.915952595467,-0.0130189206524596,0.031472221025398,-0.0450726336811087,3757.215973166128,-0.0008284836781348,0.3347454136622581,0.0762113832027341
0.0,3.405921455042486,-163.8401621211159,-0.0001434581404718,-1027.391518008704,0.0,-138.6471063093849,9975.9839159263,0.0069977214846822,0.5000697922561507,-163.49805101356296,0.0213688068501837,3.194327170474342,-4.364647493180969e-07,3.4632710642462494,0.0,-0.0004190908600789,-0.0012015926696697,5.178920855760084,-980.8407558639474,0.0202644260696753,1139.003557655221,0.1452857371659729,-0.0242041801457266,0.0,-0.0138022902986999,-0.0221796530149318,-0.0011798263049943,-0.0131889753621849,0.0,0.0467536467566296,4393.398963770239,1039.485967856971,-0.0130205246211511,0.0463311179342785,-0.0609672970424611,4324.111914461011,-0.0013664992261251,0.5034956156301291,0.126655439512974
0.0,4.387171105327329,-159.34542792497746,-6.085770743127659e-05,-1726.9007240589426,0.0,-138.64705253378014,9975.985659357846,0.0081129530104173,0.6810192588943584,-155.31934630567457,0.0361496195830397,2.7886858458745607,-5.942649878528655e-06,4.26132515806052,0.0,-0.0005639068421509,-0.0013820641373885,5.289151223092759,-1621.390254340486,0.0348862352283812,1803.5485140169524,0.1981898696396046,-0.0347297621727033,0.0,-0.0150457103488882,-0.0353264647808426,-0.0014153316342721,0.0130110158704578,0.0,0.073598136462015,4485.223320329903,1637.214001724438,-0.0130214940815451,0.0697849406250405,-0.0757845207097204,4394.547800056927,-0.0020595363288376,0.6861687806459417,0.0569852744470667
0.0,5.801181106365515,-156.53904455598973,7.965884002461782e-05,-2125.7210385620638,0.0,-138.64699891469948,9975.987931699585,0.0084118809466003,0.8617919196487653,-157.21285781363468,0.0344890363487856,2.637741036051404,-1.965058398175989e-05,5.47465942834679,0.0,-0.0007230139617613,-0.0014280321676771,5.220165036072419,-1988.0099305596027,0.0443563008412813,2187.9997948158866,0.2506266921110768,-0.0352229182362407,0.0,-0.0165870198094776,-0.0472288934112345,-0.0014497510571764,-0.0562966226374056,0.0,0.1171326384066341,4406.746814703194,1937.0924306516272,-0.0130215634033754,0.1074538798830295,-0.0878689505677188,4317.482132274622,-0.0028859609537433,0.8663828132477687,0.0035606422738924
0.0,7.25441723398198,-154.36704716892365,0.0004401236104797,-2191.620705556388,0.0,-138.6469503906241,9975.99073126515,0.0085817466692658,1.0398958170623145,-150.7487125792617,0.035922458039206,2.57782751420373,-4.978639936233801e-05,6.71042235813858,0.0,-0.0008949272860345,-0.0015157806478198,5.513129983976596,-1759.1219797040158,0.0434690938545753,2259.059200155527,0.3042071043928437,-0.0349881511219949,0.0,-0.0175900134875945,-0.0504153875598933,-0.0015647309190047,-0.1478258773381731,0.0,0.1721026325723781,4640.5109108377455,1717.0024469037023,-0.0130186701850314,0.1538386602843796,-0.098242659549924,4521.765673010038,-0.0038226437559706,1.043821078382458,0.0317094073315057
0.0,8.571940759815345,-156.09518893972984,0.0005389881602233,-2235.1679339453203,0.0,-138.64690752339334,9975.994081758334,0.0086768007748039,1.2243926181446654,-153.82391973147824,0.0374842347424543,2.54874026779237,-9.53100975219464e-05,7.766037912443696,0.0,-0.0010740370837567,-0.0015568528622683,5.710508852554615,-1416.012327339072,0.0456899453086544,2264.397751623528,0.3603820943593168,-0.0357991444503478,0.0,-0.0181213623318112,-0.0527522932645973,-0.0016437340170572,-0.2055774794899239,0.0,0.2339113511188001,4802.867587115677,1384.2527704342424,-0.0130135227426037,0.2040986860779094,-0.1075432693411787,4676.785491073432,-0.0048571886840818,1.2290724510913769,0.0078153546500013
0.0,9.749654722874796,-156.0447864691658,0.000514709388841,-2233.731175939097,0.0,-138.64687206770466,9975.998003641957,0.0086276473830085,1.4126003251504815,-153.24062840217582,0.0375335091686949,2.5325911755860955,-0.0001491400543692,8.67256925136723,0.0,-0.0012558043231214,-0.0016023662525557,5.827300126117897,-1135.3656306879252,0.0463541896149329,2257.7632714487504,0.4181489773323497,-0.0361087281319746,0.0,-0.0181315828082872,-0.0524210161869807,-0.0016866074197968,-0.2497814668994529,0.0,0.3018200088119294,4892.452178867844,1097.799926310288,-0.0130082800566142,0.2582881803079349,-0.1153599099638234,4761.851804771867,-0.005976958709513,1.417298255855776,-0.0079293091759126
0.0,10.84088572673045,-157.28868571521255,0.0005313293294885,-2193.370789591312,0.0,-138.64684523950086,9976.00250903622,0.0084798202937198,1.6040749652727009,-154.37844022333914,0.0370874707883511,2.5222273992548314,-0.0002157056192121,9.475074949771653,0.0,-0.0014345844752811,-0.0016101940876671,5.909987583309103,-911.6100341454284,0.0448098197573978,2213.8199107263868,0.4768818292241005,-0.035122292915816,0.0,-0.0176021532422286,-0.0497890384775853,-0.0017217071666945,-0.2705707012953874,0.0,0.3770193405087348,4961.583628564039,858.8266411417485,-0.0130030605131671,0.3167300060650838,-0.1215865198632172,4818.153519346452,-0.0071660855527689,1.608922631957224,-0.0199839711211406
0.0,11.86712321551362,-155.06921945976435,0.0005257415205539,-2125.1215572864457,0.0,-138.6468284701023,9976.007606544312,0.0081749122663957,1.797310487247015,-151.91367340908425,0.0360810044379803,2.5142052479240693,-0.0002955522346189,10.178883848546285,0.0,-0.0016058863820555,-0.001570826466367,5.996758657804745,-729.144390971088,0.0421383259162801,2132.6115393361783,0.5364383675594,-0.0336675943235689,0.0,-0.0167009263227438,-0.0460121987992899,-0.0016935761067274,-0.2685659315341504,0.0,0.4604892009957994,5034.150409598704,664.5405224521086,-0.0129977325776875,0.3789230937380606,-0.1262394619147527,4872.258435454582,-0.0084089144481393,1.801775524932812,-0.0362605147560454
0.0,12.808898871186342,-154.4205696678938,0.0004632731593928,-2034.1757544367383,0.0,-138.64682346931409,9976.013304855423,0.0077228101279703,1.989740938785556,-151.03289464695783,0.034676490554725,2.5068797069801225,-0.0003795029888315,10.75695556793186,0.0,-0.0017665477779229,-0.0015406897920547,6.093163454403051,-585.7571188624001,0.0392823125274202,2032.9368692304824,0.596893018303999,-0.032117619620917,0.0,-0.0154972282951094,-0.0418860283099781,-0.0016733650014683,-0.2573941792483971,0.0,0.5494336585133517,5116.188304971062,512.9000123864615,-0.0129927752182933,0.4415941607214183,-0.1293396077493043,4934.265613035885,-0.0096895364398228,1.9940552814444328,-0.0483457398915765
0.0,13.711435161525513,-153.9821841444271,0.000355216419888,-1932.2736139315,0.0,-138.64683158236548,9976.019613499264,0.0071673187497806,2.1822011520606197,-150.23076572324595,0.0331873901064935,2.499604107563012,-0.0004557718070176,11.254535364408651,0.0,-0.0019133298477406,-0.0015189860981432,6.197798842290678,-477.2576711257264,0.0367236039917767,1925.1802074999944,0.6583399739891681,-0.030472220379135,0.0,-0.0139590162516225,-0.0378267743485146,-0.0016578519777834,-0.2296460218641815,0.0,0.6445319542183575,5205.219644520203,397.48917839475473,-0.0129887027239111,0.5045037124493812,-0.1310823261525183,5004.8588013358285,-0.0109935927067362,2.1864983941372254,-0.0579201989779793
0.0,14.587307464145994,-153.59671651676663,0.0002032356745926,-1827.330145226348,0.0,-138.64685389758327,9976.02654284764,0.0065195299630186,2.3753247010126826,-149.64394847415363,0.0316232446903113,2.4921773359765838,-0.0005104320773834,11.689015941585067,0.0,-0.0020430420627515,-0.0014963303656129,6.307216031609897,-396.0639952189741,0.0344893716114248,1813.3436472973908,0.7208492646527312,-0.0288015734370694,0.0,-0.0121224396593007,-0.0339908004589983,-0.0016364396006679,-0.1908064509057276,0.0,0.7459189842335475,5297.019825167554,310.19944245709354,-0.0129859498454628,0.5674051032106036,-0.1315556153746518,5081.141357203067,-0.0123080415192414,2.379690623373915,-0.0675819065689389
