FyRL,yawrate,ax,FL,vx,FxRR,longslipFL,rollrate,sideslipRR,FxRL,FyFR,FxFR,sideslipFR,FxFL,slip,FyRR,sideslipFL,longslipRR,pitchrate,RL,signal,x,brake,steeringangel,yaw,vy,gas,ay,slip1,FR,roll,sideslipRL,FyFL,longslipRL,signal,RR,pitch,az,y,longslipFR
0.0,-3.1788466794528535e-07,-0.3431306652622903,1e-05,0.0,0.0466828417996954,2.808349639999672e-07,-0.0001080008855989,0.0,0.0466828441670549,0.0,0.0466599402084196,0.0,0.0466599392730696,0.0,0.0,0.0,2.808349639999672e-07,-2.3775753347224906e-08,1e-05,0.0,4564.018298359632,0.0,0.0,-0.0342957201195726,0.0,14.305555555555555,-0.1072571782351639,0.0,1e-05,-1.2512815238127624e-07,0.0,0.0,2.808349639999672e-07,0.0,1e-05,-3.9218157213248485e-05,1.4877731725295662,-4850.897164652041,2.808349639999672e-07
5.691584911514616,-2.501513631808599e-06,1.8496504524269235,0.013959558540463,0.0084803266374004,1547.781042113167,-0.0006030459982721,-0.0049169070171574,-0.0007722126776018,1538.6319089146716,6.898517053658372,-45.75853934436751,-0.0002758141952947,-47.79490148057706,0.0,17.234463926003237,-0.0008659359744629,0.0126572463008556,-0.0071726992989191,1.0843085104833043,0.0,4564.0183271195,0.0,0.0,-0.0342957798154886,0.0002429550595765,5.511582536864257,0.0512574097733815,0.0,0.0135077235372194,-2.8295318894235186e-05,-0.0002269429815789,19.28668992787782,0.0125048836592421,0.0799986666733333,1.0821492862600806,-7.268271119580988e-05,-0.0662153214831475,-4850.897164546333,-0.0005803651418275
22.925147714078676,8.652054617366271e-05,2.5068722554189065,0.0903487521819541,0.029948431608553,2188.904238464928,-0.0007883273147062,-0.0084076174639042,-0.0035728718253729,2160.194660847929,22.3406198275947,-143.0097308411693,-0.000189873102941,-142.67254785076796,0.0,130.04028188356273,-0.0038202869473151,0.0155116229479329,-0.0177176592202564,1.6597031312282764,0.0,4564.018524940726,0.0,0.0,-0.0342953813980694,0.0013421038778943,2.253715250607147,0.226238497566293,0.0,0.0875826896486228,-9.870035038110624e-05,-0.0003460450087117,141.68891405228186,0.0151775112400291,0.1599893335466646,1.6178782327934649,-0.0002007637381622,-0.0529532694205198,-4850.8971641373855,-0.0008115126330158
-66.09192863373893,9.938846600590508e-05,3.365574223914715,0.1919924840802111,0.0585818407665621,2866.258436408024,-0.0009892976383768,-0.0094237940251302,-0.0060462942861637,2852.7343781518143,-105.17060895902068,-133.7160448131883,0.0045398710449359,-135.0452454907042,0.0,316.0594297066287,-0.0061654399758784,0.021505028245282,-0.0303478719267782,2.3213083074582053,0.0,4564.018975598172,0.0,0.0,-0.0342942282855102,0.0040595536858499,1.041805129872139,0.3036920741805654,0.0,0.1902302754082313,-0.0001896500698494,0.0032844182443548,325.59850928723023,0.0212438014522375,0.2399640016199652,2.22799165023222,-0.0004456339924699,-0.0621409015719837,-4850.897152129177,-0.0009771130165446
-459.4249215034895,-0.0001271561229647,4.428743017206584,0.3345697615946458,0.0969309451807668,3744.1500678876455,-0.000978763904854,-0.0099506500859193,-0.0094161980973991,3734.129249311012,-531.8102849033569,-149.82744065263074,0.0134386327942562,-151.1695350606136,0.0,514.7396468149605,-0.010721294181053,0.0307856301486781,-0.0448171435070023,2.8399725055644685,0.0,4564.019764711822,0.0,0.0,-0.0342944658686536,0.0060821970704514,0.5778564171615101,0.0274864555250412,0.0,0.3311452376343282,-0.0002866980638043,0.0120761709512499,545.8790099138855,0.0308970556649192,0.3199146734930733,2.73535706035784,-0.0008277346348515,-0.0225823723237304,-4850.897125388209,-0.0009908694146799
-1030.1219255537578,-8.998133841974324e-05,5.054838851318179,0.500180232455182,0.144653733113484,4238.2914321459775,-0.0011428159657122,-0.0107331476217994,-0.0206585086337811,4274.785893325168,-1064.386643174907,-160.74882662205326,0.0214203020719312,-160.73361152060855,0.0,983.0024404204236,-0.022357459003994,0.0394052069810692,-0.059199016102745,2.9788648751441493,0.0,4564.020992311074,0.0,0.0,-0.0342957542647388,0.0058217173188767,0.3889875013085898,-0.0145371677850137,0.0,0.4969573412310099,-0.0003914646875174,0.0202991569235304,1055.232619113395,0.0402159755201956,0.3998333541654266,2.865750675167276,-0.0013561092898531,0.0275057059832671,-4850.897107250394,-0.0011538608999376
-1725.472522630835,-2.2589003494310205e-05,5.118144906815257,0.674556136647539,0.1959719210161233,4270.884495350855,-0.0012691858440216,-0.0097544928583216,-0.0316310572247816,4313.810415832406,-1682.8398620503208,-151.0878280342729,0.0338987370428201,-155.17044870546584,0.0,1676.0979832276375,-0.0312859576046464,0.0481492227856283,-0.0711701053637866,2.9706125341843475,0.0,4564.022721432983,0.0,0.0,-0.0342963139961179,0.0056666805198185,0.3108315947291879,-0.0511398295045262,0.0,0.6708422413756701,-0.0004940442014141,0.0329346322958948,1673.8924039988765,0.0473223932493024,0.4797120518355567,2.9896138472844065,-0.0020166949432054,0.0576782593644452,-4850.897109256712,-0.0013089249341751
-2417.088769523422,5.708539004183454e-05,5.026321349550347,0.8440670259856271,0.246828933017925,4176.987138659145,-0.0012865353713015,-0.009000471153628,-0.0404741429335172,4213.563171027652,-2075.054780291308,-152.47983476767635,0.0328426709286461,-150.9099836716354,0.0,2333.912880264437,-0.0318051790106459,0.0576652239017197,-0.0795182550075936,3.0894304012601723,0.0,4564.024962582443,0.0,0.0,-0.0342960239698164,0.0049077711361585,0.2803983271809772,-0.0857684768441676,0.0,0.8398694367739881,-0.0005874040846881,0.0402352239640231,2023.2058856983224,0.0554491671058616,0.5595427787002621,3.171188427259706,-0.0027772403573409,0.0560478477045047,-4850.897133183264,-0.0013643970584327
-2623.184561993471,0.000126649383565,5.303107446218012,1.008490765798564,0.2984107763579213,4353.325094672452,-0.0013521745480592,-0.0077244937324252,-0.0383343658056953,4442.842593628127,-2100.3436892709374,-145.03364889933067,0.0326614662028541,-148.4775797970896,0.0,2540.1176825247894,-0.0311573135464613,0.0656168208214335,-0.0853544199865763,3.067965662811425,0.0,4564.027712303986,0.0,0.0,-0.0342950833585174,0.0041718502881192,0.2656273135177321,-0.0762176083830562,0.0,1.0058567596601045,-0.0006708354390856,0.0374253716226415,2077.786481223023,0.0594338774845988,0.6393175517533816,3.292911911730703,-0.0036058763853998,0.0320156131714788,-4850.897182671266,-0.0013930405745702
-2690.1111892174117,0.0002848225862227,5.491146002837883,1.1792616715028224,0.3524647845967321,4490.430888288276,-0.0013511539006777,-0.0065611616108841,-0.0386046395712167,4599.308502034009,-2094.734394524681,-149.02274605785482,0.032757233273377,-149.16063422348967,0.0,2565.4965630187057,-0.0312613103042057,0.0688532112246792,-0.0897291377799821,2.8402964578008976,0.0,4564.030991619697,0.0,0.0,-0.034293026220691,0.0032888113348165,0.2534601985252018,-0.1044231649407926,0.0,1.176816836764001,-0.000741324676296,0.0357998085764144,2061.9033195356674,0.0557052257800724,0.7190283935840883,3.268392940267663,-0.0044845946964152,0.0144091000037321,-4850.897258022803,-0.0014226932599693
-2724.395513659505,0.0005333151086056,5.554280009680707,1.3515460522705156,0.4078401278089614,4545.336844860448,-0.0013661496221167,-0.005455415876713,-0.0392064192155981,4638.3628911038895,-2051.508737556449,-147.9570785178918,0.032087098331452,-149.2442402716221,0.0,2597.295109578512,-0.0307404049196336,0.0699848625092091,-0.0927981974491994,2.560786695169513,0.0,4564.034819116102,0.0,0.0,-0.0342889112956398,0.0022751737491919,0.2440888444680544,-0.1010525368619427,0.0,1.350686103822887,-0.0008010452604138,0.0332278353899498,2028.955424253416,0.0469075694006068,0.7986673331746252,3.226586244132315,-0.0053998583782268,0.0197939602265252,-4850.89736205284,-0.0014285048567612
-2699.7139314404526,0.0008988879854354,5.533022765886022,1.523442317794936,0.4633786466679323,4593.052033069445,-0.001338607085367,-0.0040439597777947,-0.0383656216307361,4546.209004405716,-1998.0736644363528,-146.6186848467175,0.0314945255491006,-147.1456079258408,0.0,2623.363630824422,-0.0290682086086386,0.0676868818768486,-0.0944880183475775,2.402131071914967,0.0,4564.039201406484,0.0,0.0,-0.0342815706781351,0.0013465973115625,0.2377082948473587,-0.0715937332619305,0.0,1.5244498723364177,-0.0008481506427615,0.0299876758071171,1952.7450131412925,0.0389201436917328,0.8782264066973985,3.141692524143013,-0.0063383094438961,0.0312240974850321,-4850.897494850614,-0.0014214703175077
-2610.887166088804,0.0010193769466868,5.570958607180113,1.6950379465646668,0.5188518795139436,4692.303460885123,-0.0012897926213269,-0.0021304973714728,-0.0349330809792695,4496.380885777512,-1935.7148264059765,-144.8842409082925,0.0305281980770203,-146.246126500924,0.0,2646.762442125943,-0.0269609075789549,0.0576568825415028,-0.0948555348241665,2.4157882148243344,0.0,4564.044137715979,0.0,0.0,-0.0342715687125932,0.0006852934177823,0.2328624628056004,-0.0300318429689952,0.0,1.6975554370957682,-0.0008785283225089,0.027905320211278,1838.614416230894,0.0360535154537973,0.9576976583113548,2.914982580838927,-0.0072861792077889,0.0362103919882146,-4850.897654608498,-0.0013832508068769
-2546.4879560608683,0.0005996777230285,5.556728151042323,1.8664639597670292,0.5747962563264614,4651.899170166878,-0.0012648231303128,0.0001418710786092,-0.0292133326994264,4510.954106997342,-1851.1092817335532,-143.48332615429365,0.0287982276333037,-146.1595601437334,0.0,2634.015027484733,-0.0252940386118225,0.038999012242576,-0.0941383736678442,2.487223697800571,0.0,4564.04963104984,0.0,0.0,-0.0342631570232538,0.0002985882804637,0.2275978878384771,-0.0318471540821415,0.0,1.8685441911456404,-0.000887360566866,0.0275701163577062,1714.8625466288702,0.0351571537111061,1.0370731409575589,2.570333138691152,-0.0082317155965257,0.062957680075228,-4850.8978383210615,-0.0013395704621421
